dominant_topic,finbert_sentiment,vader_compound,textblob_polarity,event_impact_score,keywords
1,0.12400370370370371,0.12400370370370371,0.11100121586232696,0.00836962962962963,"finance, yahoo, price"
4,0.06396666666666667,0.06396666666666667,-0.005555555555555556,0.0,"price, finance, yahoo"
